id,name,gpa,race,absence_rate,risk,income,lat,lng,grade_0,grade_1,grade_2,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,grade_13,grade_14,grade_15,grade_16,grade_17,grade_18,grade_19,grade_20,grade_21,grade_22,grade_23,grade_24,grade_25,grade_26,grade_27
700820,Kevin Mccann,2.9091602871785716,White,13,35.35199361825396,298637,34.302268231790876,-110.6921392991075,2.805834918,2.734334785,2.74624683,3.276029487,2.723087872,2.910826937,3.513619337,3.481424151,3.351605112,2.852748156,3.41043098,2.556300655,2.101025193,2.669695744,2.856119641,2.586941258,2.424555031,2.183510419,2.746742028,2.742805049,2.153795689,2.240853305,3.396027675,3.512648884,3.536861875,2.943970051,3.546686672,3.451760307
700821,Karen Johnson,3.306181943857143,Hispanic,77,26.52929013650794,468695,34.656758915179026,-109.6690660055457,3.316521167,3.803112666,3.581257543,3.665347593,3.675385015,3.206281143,3.590754373,3.414878984,2.520445925,3.11774561,2.683747798,3.049826062,3.472939045,3.243779529,3.927753974,3.732757107,3.44716264,3.413009785,2.500302054,3.032085462,3.286443251,3.200328216,3.455735888,2.764135436,3.102529377,3.982384721,3.270170279,3.116273785
700822,Chelsea Kim,1.7088379975714287,White,89,62.025822276190475,307818,36.22262717485023,-109.52196173002045,1.896864685,2.471274113,1.577559376,1.776675812,0.682618942,1.509902484,1.009025134,1.448433239,1.097775715,1.094336811,1.641695029,1.954868336,2.341174454,2.3572098,2.189541687,2.158972049,1.445535336,1.366468603,1.56262518,1.49248829,2.338668912,1.609129657,2.260819485,2.592495132,1.840269872,1.457602244,0.952912042,1.720521513
700823,Katherine Hooper,3.9216220262857147,Black,67,12.85284386031745,343526,35.418175805671424,-112.17398571090304,3.450725394,3.53428095,3.69272053,4.57560361,4.188944156,4.901283657,4.349957565,4.467847463,4.22001585,4.269391311,4.204142608,3.999178794,4.743692127,4.228147876,4.438494991,4.603357467,3.477948955,3.42209058,3.55859918,3.835792672,3.603776444,4.00227409,3.598358126,3.377751039,3.478282069,3.121532644,3.261240613,3.199985975
700824,Richard Morgan,2.6308880727499995,Black,20,41.535820605555564,66378,35.07673395902256,-110.93613242165056,2.820963261,2.848622748,3.163443636,2.566218696,3.068394308,3.710028463,3.401131428,3.29767174,3.46460506,2.849429036,2.94954343,2.410449179,3.101605571,3.351342865,2.91928797,2.232458561,2.554650589,2.820426336,2.358531147,1.903777783,2.103492629,2.021405586,2.434325843,2.499018721,1.606181514,1.55363314,1.557954926,2.096271871
700825,Wendy Drake,2.329695105178572,Hispanic,70,48.22899766269839,380381,34.3980082062685,-112.03321235368367,2.751396463,3.092877761,2.862306713,3.42231791,2.471109249,2.449894318,2.86924339,2.744739898,2.453343139,2.234032569,2.090127154,2.145437955,2.075750634,1.765918824,1.657558105,1.928544211,2.174392568,2.447066645,1.948122614,2.050123522,2.70894321,2.039374269,2.742112355,2.038598053,2.622399969,2.57052506,1.558929065,1.316277322
700826,Elizabeth Johnson,2.444325388142857,Hispanic,41,45.68165804126985,209725,34.45284688289512,-111.07923613789053,2.145390356,1.648886583,2.181298241,2.074221217,1.747729889,2.33879374,2.77286073,2.429216205,2.77187321,2.851442483,2.771642855,2.719893868,2.764375612,2.593531359,2.52148674,2.655111294,2.579226818,2.837392731,2.708364073,1.997818053,2.25637845,1.731067434,2.526588927,2.546459754,2.616843873,2.659286116,2.217712371,2.776217886
700827,Robin Wise,1.801895469285714,Black,5,59.95787846031747,425149,34.993409056877,-112.18992038719256,1.929702079,1.646329121,1.810247459,0.983938734,1.346412891,2.001363778,1.71373995,1.362039382,1.676241937,0.908045239,1.63354554,1.386889463,1.914098328,1.774217463,2.497695944,1.884536576,1.833664691,1.13327995,1.940557718,1.706310081,2.567954152,1.796932231,1.898700326,2.357146949,2.331865985,1.37211691,3.011473494,2.034026769
700828,Brandon Black,3.73813975325,Black,75,16.930227705555552,433203,35.68123882468788,-111.1466474931746,4.185436907,4.318697958,4.011193209,4.178935368,3.778421537,3.60633803,3.729950605,3.884892088,4.174676936,3.950868789,3.910691378,3.477729441,4.129846414,4.074964136,4.052325819,3.769757117,4.035492158,3.598540146,3.628573634,3.265300729,3.44444337,3.563180152,3.51979526,3.884363956,2.965206014,3.448060038,3.422465096,2.657766806
700829,John Garcia,3.1533768421071424,Black,79,29.92495906428573,7384,36.02696152296232,-110.8037342340579,3.560960974,3.636635072,3.563796416,3.722092211,3.518874466,3.246713998,3.615725415,3.258404955,2.889460652,2.704984455,3.333566443,2.843839557,2.744038392,2.534061293,3.657042852,3.164479396,3.131489126,2.140659199,1.597772723,1.872406775,4.063186505,3.221033501,3.312601842,2.858828249,4.145189391,3.716012399,3.359682837,2.881012485
700830,Teresa Roberts,2.8776149027500004,East Asian,82,36.0530021611111,55217,34.00508808754647,-109.76268417942605,2.735030175,2.604154981,2.815246069,2.911044957,2.66632075,2.592792386,2.662517583,2.965612922,2.924971539,2.449005622,3.162055619,3.28122381,3.074610963,3.204834098,2.654260107,2.357123084,2.76422233,3.026717915,3.613046953,2.753146126,3.516102609,3.582297709,3.208061196,3.838705638,2.714709231,2.46040191,2.181991454,1.853009541
700831,Kimberly Hudson,1.7756997923928572,East Asian,38,60.54000461349206,399821,33.693262622434894,-109.31356736187537,1.943530744,2.130552107,1.405147442,1.891614132,1.111303251,1.375575464,1.542982248,0.982348234,1.694327429,1.918619539,1.923752427,1.313130673,1.300593627,1.805470741,1.86985957,1.511082102,1.736876888,1.67540193,1.374830814,1.65537618,2.567359298,2.772992771,2.259561254,2.334137253,1.844381439,1.978235697,1.738659292,2.061891641
700832,Katrina Jackson,2.408370631964286,White,41,46.48065262301587,298856,35.896712886264005,-110.4828943042803,3.010191951,3.288761525,3.192412859,3.115021785,3.417476614,3.628715335,2.830386022,2.906375065,2.283869541,1.911618966,2.246042128,2.59268229,2.361919287,1.89570853,2.472577743,2.180763361,3.017672368,1.492786369,2.312325113,2.567335094,1.972745861,1.548344769,1.393267843,1.446964193,2.676834901,2.82699663,1.82557717,1.019004382
700833,Mary Molina,2.1003166454285713,South Asian,28,53.326296768253975,300822,35.02404381822092,-109.79134243205452,2.050013915,1.826993412,2.288685457,2.14044624,2.076021342,1.637315894,2.208381637,3.180536534,2.910303822,2.447975431,2.088489175,2.191983751,2.067964781,1.71274738,2.577246536,2.242784273,1.86448134,1.288972254,2.375030873,1.883056457,2.590963993,2.781715067,2.622843612,1.908582593,1.81134527,1.138706767,1.771524666,1.1237536
700834,Christy Walker,2.218881242142857,Black,62,50.69152795238095,96237,34.02019328299829,-109.30335718189207,2.881715615,2.458472825,2.512463758,3.163758717,2.294408562,2.572150744,2.007725056,1.78750048,2.066071676,2.343219181,2.42734853,2.04635943,2.625375753,2.343384411,2.275635728,2.058852304,2.19788042,1.770190369,1.819598351,1.964771842,2.332062065,2.723249545,2.259673259,1.458483274,1.965913774,1.963167711,2.06530863,1.74393277
700835,Michael Klein,3.2702097283214284,Black,44,27.328672703968266,95278,36.300372020764385,-110.06568532606751,3.852070828,3.788920318,3.618382383,3.516656969,4.210954968,3.427931327,2.867629241,3.270245895,3.634035576,3.879306362,3.653931065,3.121251383,2.281401334,1.922019214,2.641912655,2.904342605,3.155760954,3.277735813,3.409903746,3.288050579,3.374391133,2.905668428,3.404486635,3.523941347,3.131931455,3.271287606,3.172266133,3.059456441
700836,Aaron Johnson,1.9882623200357143,East Asian,15,55.81639288809524,241177,35.78357574417157,-110.90721243580532,2.271493563,2.279288165,1.990830143,2.042134034,1.830759978,1.350517683,1.861791668,2.013483462,2.277103718,2.37061465,1.93708145,2.26905975,1.702927066,1.719438844,2.305594664,1.718804082,1.891813189,1.403727013,1.647751405,1.026324596,1.841582162,1.523576383,1.522632506,1.515129826,2.61132773,3.165981147,2.521475213,3.059100871
700837,Mrs. Jacqueline Wright MD,1.864755361678571,Hispanic,15,58.560991962698424,350691,33.96008209663488,-111.46863366682186,2.264333067,2.429557488,2.521772558,2.260288998,2.56124874,2.646980367,2.585642638,2.329746545,2.54772334,2.434741782,1.898728301,2.012468269,1.137188653,1.171239538,1.104182965,0.345566247,1.284164598,0.598619077,0.878708973,0.389535064,1.944032471,1.457949219,1.442363316,1.959366641,2.572709415,2.541470643,2.263851253,2.628969961
700838,Belinda Lopez,4.626674663178571,East Asian,5,-2.8149925150793536,310706,35.80732815677982,-110.77642038156664,4.574505056,4.341266195,4.501672666,4.719122044,4.384608249,4.929546921,4.441989384,4.651337688,4.062594188,4.347101436,4.317629331,4.484915457,4.815940698,5.212257482,4.911275223,5.027413454,4.391635318,4.538649985,4.536557906,4.313823782,4.24688228,4.573416864,3.929206898,4.298085944,5.014153205,5.441374516,5.491181469,5.04874693
700839,Raven Anderson,2.904421966392858,Black,99,35.457289635714275,371250,35.82686342643529,-111.51154929582118,3.571166197,3.369840701,3.550859493,3.440756131,2.867186126,2.850712253,2.343002721,2.66743417,3.789614956,3.418808466,2.893568043,3.311149898,3.01922495,2.549445386,2.11407286,1.904705714,2.534448107,2.65267214,2.706401086,3.096189485,2.839861153,2.745427514,2.785515756,2.848337778,2.798342703,3.243151453,2.166228684,3.245691135
700840,Ashley Day,3.117041178928571,East Asian,30,30.732418246031756,161215,36.23417086914139,-112.30347981704854,2.885583476,2.474926087,2.317474669,2.239390937,3.52778861,3.300995609,3.445985996,3.494945833,3.939942528,3.484338232,3.553667621,2.876962825,2.91099296,3.219983461,3.222066639,2.636750963,3.1810444,2.867062896,3.096215835,2.904690593,2.880200191,3.087063727,3.223206793,2.852959462,3.558212723,3.511072485,3.27347931,3.310148149
700841,Cynthia White,1.5083469449285716,East Asian,22,66.4811790015873,493585,33.79978704957483,-109.51722056338468,1.641074724,1.92795523,1.822302563,2.079267509,2.165344327,2.412214824,2.212557826,2.130554687,1.64366025,1.973145298,2.244585979,2.063773316,2.2667131,2.078740403,1.80916392,1.463443239,0.925207235,1.025329495,0.967959014,1.036994218,1.630963149,1.311299608,0.180344186,0.225914429,0.34535934,0.508853486,1.128398181,1.012594922
700842,Luis Day,4.179569819285715,East Asian,54,7.120670682539682,395889,36.055787692695766,-111.6413475823687,3.958407787,4.837384117,4.868118506,4.594737431,3.696044906,4.527191528,4.821963052,4.042312284,3.728868971,4.025034697,4.295474458,3.784906154,3.679290539,3.658529163,3.487016617,3.427511023,3.524124035,3.80551576,4.270902419,4.558306854,4.459087249,4.251861626,4.701628681,4.40430037,4.575442291,3.987696101,4.181476148,4.874822173
700843,Jonathan Brooks,2.2301656420357143,Hispanic,71,50.44076351031746,311832,33.80110398122818,-111.22240909904255,2.45437763,2.877870059,2.099329618,2.623010341,2.229970485,1.673467231,1.848307262,2.361497886,2.297511049,2.501899799,2.372857332,2.061304626,2.444842738,2.289851503,2.441896874,2.549880539,2.218015326,2.051027612,2.157636803,2.24882968,1.351879783,1.918333721,1.913888036,2.281476653,1.862921037,2.17809507,2.635838752,2.498820532
700844,Nathan Singh,4.450062321999999,South Asian,38,1.1097261777778016,15690,34.01530128715624,-110.83530309504033,4.41814316,4.202863549,4.360875291,4.09465325,5.424702434,5.340472038,5.261943529,4.927233011,4.685749209,4.304969556,4.320438443,4.24705441,4.169953466,3.779321009,4.027976316,4.116547674,4.212252077,4.348886053,4.951534763,5.233836932,3.415564154,3.76751557,4.24790502,4.725059332,4.52263061,4.219065587,4.510485546,4.764113027
700845,Susan Lee,3.212366178214286,White,72,28.61408492857143,188316,34.82026090594739,-109.44543975632602,3.09758987,3.067162323,2.984567007,2.82161998,3.541858228,3.625182246,3.90631965,3.322155922,2.613001583,3.147934207,3.257325468,3.389205782,3.524863052,3.417676553,3.133888496,3.202754901,1.999254758,3.135976708,3.022034567,3.265490941,3.425756152,3.656963909,3.264938267,3.167298556,3.43751421,3.564698209,2.943884888,3.009336557
700846,Angela Joseph,3.912400973071428,East Asian,23,13.057756153968256,262343,33.6757804485838,-110.78633861364018,3.682011545,3.666839018,4.105601452,4.080084704,3.599456379,3.778340952,3.421447754,3.592343102,3.653912002,3.56898469,3.831251099,3.719036813,3.277135552,3.126768393,3.518571177,4.162724925,4.187381641,4.110177965,4.027361817,4.089734086,5.000621608,4.618396115,4.056622471,4.349486452,4.383282824,3.797199982,3.85356737,4.288885358
700847,Elizabeth Mitchell,2.5727716182500004,South Asian,8,42.82729737222222,53125,33.598650335651016,-111.48499464618726,2.643561285,2.391349285,2.315957825,2.031120359,2.191229153,2.560830573,2.510756448,2.462399811,2.265443445,2.314381024,1.959810949,2.234662437,2.594108889,2.374871717,2.490908361,3.005102777,2.017714089,2.297942903,2.523655265,2.638153496,2.765761145,3.447152893,2.601446043,2.899875635,3.235121479,3.331657804,3.391841023,2.540789198
700848,James Newman,3.5834762453928577,South Asian,38,20.367194546825388,440268,35.34828759022043,-110.82926125158689,3.731761162,3.331004305,3.096220852,3.063796822,3.208011162,2.794188372,2.922656641,2.510067827,3.191557643,3.876185754,3.805741387,3.637423614,4.880439242,4.461926775,4.595482904,3.830647139,3.313152096,3.568693495,3.327539426,3.044338253,3.477953394,3.559415491,3.75216994,3.681997631,3.997848333,4.251216733,3.690711366,3.735187112
700849,John Mcclure,3.2189726449285723,Hispanic,18,28.467274557142844,217987,35.48842600807697,-109.69928005190462,3.81683245,3.949421879,3.986922862,3.363256444,2.205001402,2.542530587,2.726392027,2.871200879,2.843926361,3.70577048,3.6921975,3.289899929,3.482013112,3.244056194,3.763791469,3.665337704,3.192944611,3.169919714,2.953555079,2.870346929,3.690769991,2.855766193,2.753154859,3.551880052,3.724626396,2.754209137,3.04796178,2.417548038
700850,Derek Allen,2.5977758087142853,Hispanic,78,42.271648695238106,216601,33.78634106973922,-109.65485330445084,2.792520819,2.691432943,2.901930445,2.465450759,2.048434483,2.446866242,2.235449039,2.422362621,2.623468277,2.272599196,2.740552451,2.173399717,2.514765806,2.735868226,2.760595057,2.826725827,1.926743593,1.526481838,2.489193509,2.61320451,2.675262312,3.381618123,3.293571983,3.241273179,2.700209645,2.689537647,3.021095808,2.527108589
700851,Gary Harding,2.063275777964286,East Asian,40,54.149427156349205,195140,35.09650277571473,-111.36960252935594,3.128899437,2.587537788,2.306714091,2.192492351,1.385656567,1.863038437,1.901103317,1.905013492,1.913394436,1.867881596,1.993515291,1.965959934,1.714592998,1.330207057,1.762218728,2.050768154,2.435902577,2.033537983,1.71500099,1.545341576,2.790564785,2.698366174,2.374120337,2.123737569,1.878470002,2.469197963,1.638883741,2.199604412
700852,Kristi Johnson,3.2938810723214287,East Asian,24,26.802642837301576,243131,33.83909470550091,-111.24389458155035,3.272821302,3.532292089,4.072738356,3.437918966,4.223918642,3.671361627,3.720688422,3.479497773,4.094350143,3.733755426,3.981202908,3.652848337,2.863510229,3.07591027,2.797439748,2.946435583,2.835330675,2.644264653,2.994269373,2.990453656,3.540221209,3.146588373,2.868422809,3.289578738,3.439174363,3.301344227,2.034756207,2.587575921
700853,Phillip Barnes,3.2740039312857148,Hispanic,66,27.244357082539665,320903,35.02340238707976,-111.3125395275641,3.450456886,3.601641251,3.819864044,4.227814354,3.370599481,3.82552806,3.41691737,3.09715663,3.539711554,3.205668406,3.994331253,3.942524102,3.027468112,3.80539864,3.73230235,3.345737188,4.086834769,3.839224259,3.87640727,3.425556758,3.207268615,3.11709594,2.721156738,2.344315846,2.398720571,1.692614495,1.895960472,1.663834662
700854,Vanessa Fitzpatrick,2.9927781150714288,East Asian,53,33.49381966507936,210877,35.72942268451053,-111.70893274205207,4.121545806,3.80086415,3.336140144,3.27808175,4.319265709,4.280721569,3.386761504,3.251907981,3.723450926,3.354269317,3.71306004,3.430636975,3.069784195,2.910312621,2.920716215,2.646429848,2.573660545,2.447532498,1.85257461,1.943379542,3.076112838,2.866194363,2.495174618,2.365125309,1.987594539,2.649867733,2.445893941,1.550727936
700855,Anthony Thomas,4.044643107535714,Hispanic,1,10.119042054761906,94351,33.85359750435523,-112.21709832581634,4.46005345,4.926545365,5.103213885,4.813445152,4.133748259,3.792771597,3.828440656,4.055485427,4.780958531,4.162044818,4.578692194,4.219685289,3.868804999,3.076714831,3.877145438,3.909153865,4.155824878,3.883236319,3.613266757,4.128048939,5.250858461,4.578673484,4.57525283,4.326785111,3.188175016,2.996574614,2.30313949,2.663267356
700856,Bobby Simmons,2.0322362238571428,White,57,54.839195025396826,233066,36.002638354770674,-109.79660787484883,2.405753198,2.461700858,2.12954337,2.621847351,1.923944564,1.763063244,1.858926628,1.907712919,1.75471902,1.88445294,2.000742844,1.97590749,2.066852262,1.699490754,2.137307207,2.257756047,2.186316063,2.026012891,2.1811584,1.801041115,2.010190653,2.191384163,2.676109138,2.055351266,1.722976896,1.264314731,1.788884816,2.14915344
700857,Kevin Turner,3.097843935107144,Hispanic,47,31.159023664285684,306362,33.67132007666974,-111.61504399664399,3.133550174,3.100681433,3.204574154,3.144577135,2.336668788,2.095939422,2.678727588,2.61443259,3.403934299,3.502258546,3.028815711,3.775350006,3.480005924,2.763161442,3.231134527,3.265318559,3.157050549,2.580971172,3.837607823,3.183977028,2.840299465,2.881880699,2.824356296,2.453073555,3.913952918,2.439746994,3.863606438,4.003976948
700858,Patrick Garcia,3.0399141817857145,White,44,32.446351515873005,209237,36.21976003374596,-111.68762777562404,2.880027905,3.184227564,3.127101682,3.023027404,2.972124317,3.066452258,3.099170536,2.710041882,2.643520867,2.814717705,3.294067004,3.421797039,2.50723384,3.816426642,2.753250765,3.032223317,3.637936717,3.835100329,3.391318567,3.397508746,2.823702254,2.065230879,3.325458172,3.434643741,2.944303124,2.96741056,2.594233548,2.355339726
